"gene","A5","A9","A17","A21","A29","A33"
"Solyc06g051640",3,0,0,0,6,0
"Solyc06g051650",904,641,1079,823,1317,1514
"Solyc06g051660",23,40,39,63,39,76
"Solyc06g051680",0,0,0,0,0,0
"Solyc06g051700",0,0,0,0,0,0
"Solyc06g051710",0,1,0,0,0,0
"Solyc06g051720",163,181,94,154,220,297
"Solyc06g051730",251,384,304,422,354,1306
"Solyc06g051740",74,128,54,66,147,208
"Solyc06g051750",1357,497,2200,407,1555,1046
"Solyc06g051760",563,938,780,953,598,1979
"Solyc06g051770",347,567,336,481,478,115
"Solyc06g051780",408,753,356,708,474,1631
"Solyc06g051790",8,7,0,1,5,13
"Solyc06g051800",1,1,3,1,4,0
"Solyc06g051810",2053,2112,2149,2994,2143,3596
"Solyc06g051820",97,214,142,361,168,812
"Solyc06g051830",0,0,1,0,0,0
"Solyc06g051840",1,0,0,1,0,0
"Solyc06g051850",1,0,0,0,0,0
"Solyc06g051860",0,0,2,0,1,2
"Solyc06g051900",171,317,170,399,323,650
"Solyc06g051910",6,2,3,0,3,7
"Solyc06g051920",91,336,99,326,136,1181
"Solyc06g051930",231,197,249,233,280,426
"Solyc06g051940",3,5,3,2,2,14
"Solyc06g051950",161,77,212,116,265,136
"Solyc06g051960",54,24,63,18,45,110
"Solyc06g051970",84,108,79,100,136,343
"Solyc06g051980",160,280,167,296,214,728
"Solyc06g051990",133,368,221,402,199,724
"Solyc06g052000",0,0,0,0,0,0
"Solyc06g052010",3,2,8,0,7,3
"Solyc06g052020",4,4,4,0,1,0
"Solyc06g052030",1779,1554,2135,2439,2034,3378
"Solyc06g052040",4,2,5,0,12,0
"Solyc06g052050",476,245,578,415,549,325
"Solyc06g052060",85,195,87,186,133,467
"Solyc06g052070",35,342,40,487,51,495
"Solyc06g052080",675,544,406,852,852,1150
"Solyc06g052090",240,53,305,40,314,40
"Solyc06g052100",66,20,63,2,84,18
"Solyc06g052110",255,38,232,22,296,29
"Solyc06g052120",94,26,105,6,121,23
"Solyc06g052130",28,12,15,4,53,1
"Solyc06g052140",417,75,321,68,513,111
"Solyc06g053140",1,0,1,0,3,0
"Solyc06g053150",19,49,27,28,35,139
"Solyc06g053160",770,1139,1013,1373,1094,2521
"Solyc06g053170",35,167,35,109,57,371
"Solyc06g053180",208,1056,230,688,398,2812
"Solyc06g053190",212,422,271,638,294,1330
"Solyc06g053200",194,453,241,813,318,1632
"Solyc06g053210",66,73,82,113,107,182
"Solyc06g053220",0,5,0,19,1,30
"Solyc06g053230",132,90,107,125,136,246
"Solyc06g053240",0,0,0,0,0,72
"Solyc06g053250",1,0,0,0,0,0
"Solyc06g053260",0,0,0,0,0,4
"Solyc06g053270",0,0,0,0,0,0
"Solyc06g053280",2,0,0,0,2,0
"Solyc06g053290",2,1,0,1,2,58
"Solyc06g053300",684,766,620,780,803,1704
"Solyc06g053310",1000,1461,1303,1654,1402,3774
"Solyc06g053320",1966,1604,2401,2620,1906,3279
"Solyc06g053330",1216,1148,1685,1251,1453,1912
"Solyc06g053340",608,561,506,604,761,868
"Solyc06g053350",523,927,829,1150,682,1453
"Solyc06g053360",106,117,120,154,165,373
"Solyc06g053370",25,74,17,61,36,139
"Solyc06g053380",0,3,2,0,1,0
"Solyc06g053390",1,0,1,0,1,0
"Solyc06g053400",1030,1674,1536,2021,1301,3206
"Solyc06g053410",63,31,15,20,84,70
"Solyc06g053420",77,234,73,287,98,254
"Solyc06g053430",821,918,744,503,1228,1184
"Solyc06g053440",1,10,0,14,13,22
"Solyc06g053450",548,1183,924,2495,869,3801
"Solyc06g053460",215,189,173,266,298,339
"Solyc06g053470",236,254,258,347,335,515
"Solyc06g053480",1246,1487,1774,1630,1717,2493
"Solyc06g053490",502,379,706,599,738,736
"Solyc06g053500",405,683,462,987,710,1617
"Solyc06g053510",0,0,0,0,0,0
"Solyc06g053520",1,0,0,0,0,0
"Solyc06g053530",362,606,440,997,472,1615
"Solyc06g053540",0,0,0,0,0,0
"Solyc06g053550",78,213,119,176,210,869
"Solyc06g053560",374,704,432,895,483,1495
"Solyc06g053570",2498,2974,2925,4198,2286,4704
"Solyc06g053580",1,0,0,0,3,0
"Solyc06g053590",1665,2045,2779,3555,1505,2920
"Solyc06g053600",174,343,189,403,232,771
"Solyc06g053610",10,15,17,7,26,46
"Solyc06g053620",26,136,46,209,41,111
"Solyc06g053630",498,601,576,703,625,1094
"Solyc06g053640",1,1,0,5,0,0
"Solyc06g053650",0,1,1,0,3,0
"Solyc06g053660",166,611,193,726,350,1622
"Solyc06g053670",72,169,74,281,86,733
"Solyc06g053680",0,0,0,0,0,0
"Solyc06g053690",10,34,15,28,22,38
"Solyc06g053700",78,78,188,177,128,336
"Solyc06g053710",514,1668,650,3018,662,6130
"Solyc06g053720",0,1,0,0,1,4
"Solyc06g053730",0,2,0,0,0,0
"Solyc06g053740",162,238,199,324,275,638
"Solyc06g053750",844,1735,1262,2691,1202,4458
"Solyc06g053760",278,377,313,421,378,393
"Solyc06g053770",176,111,127,164,181,225
"Solyc06g053780",167,232,317,355,192,518
"Solyc06g053790",308,485,405,866,463,1035
"Solyc06g053800",1209,1412,1420,1300,1384,2162
"Solyc06g053810",1,0,1,0,2,0
"Solyc06g053820",1382,1069,2057,1651,1935,1975
"Solyc06g053830",5,6,2,9,10,2
"Solyc06g053840",19,159,9,91,23,185
"Solyc06g053850",89,87,70,112,75,131
"Solyc06g053860",865,985,769,1297,894,2246
"Solyc06g053870",0,0,0,0,0,0
"Solyc06g053880",0,0,0,0,0,0
"Solyc06g053890",0,0,0,0,0,0
"Solyc06g053900",0,0,0,0,0,0
"Solyc06g053910",97,624,92,846,128,1782
"Solyc06g053920",38,70,37,151,46,159
"Solyc06g053930",15,26,6,22,16,43
"Solyc06g053940",0,0,0,0,0,0
"Solyc06g053950",0,0,0,0,0,0
"Solyc06g053960",0,0,0,0,1,0
"Solyc06g053970",0,1,0,0,2,0
"Solyc06g053980",0,5,0,3,1,13
"Solyc06g053990",0,0,0,0,0,0
"Solyc06g054000",0,0,0,0,0,0
"Solyc06g054010",241,344,221,634,241,615
"Solyc06g054020",510,1005,811,1182,657,2645
"Solyc06g054030",0,0,0,0,0,0
"Solyc06g054040",0,0,0,0,0,0
"Solyc06g054050",753,169,1108,51,795,33
"Solyc06g054060",0,1,0,0,1,0
"Solyc06g054070",4,0,3,0,8,0
"Solyc06g054080",156,288,192,495,333,783
"Solyc06g054090",0,5,1,0,2,5
"Solyc06g054100",1,3,1,0,0,1
"Solyc06g054110",0,1,0,0,2,0
"Solyc06g054120",53,175,74,284,84,511
"Solyc06g054130",0,0,0,0,0,0
"Solyc06g054140",101,123,92,160,137,345
"Solyc06g054150",5,46,32,51,24,128
"Solyc06g054160",51,19,67,3,62,9
"Solyc06g054170",24,9,27,3,44,4
"Solyc06g054180",25,9,22,0,32,2
"Solyc06g054190",41,8,40,0,31,0
"Solyc06g054200",34,10,32,2,32,0
"Solyc06g054210",41,2,48,6,59,1
"Solyc06g054220",49,17,64,20,52,2
"Solyc06g054230",5,3,1,3,8,1
"Solyc06g054240",13,17,10,11,42,0
"Solyc06g054250",579,706,906,1088,700,1392
"Solyc06g054260",28,53,58,72,36,140
"Solyc06g054270",61,16,33,11,79,32
"Solyc06g054280",0,0,0,0,0,0
"Solyc06g054290",0,0,1,0,0,0
"Solyc06g054300",0,0,0,0,0,0
"Solyc06g054310",0,1,0,0,0,0
"Solyc06g054320",0,1,0,0,0,0
"Solyc06g054330",233,240,165,211,317,527
"Solyc06g054340",186,264,298,376,277,567
"Solyc06g054350",8,10,14,31,19,15
"Solyc06g054360",11,16,5,20,11,28
"Solyc06g054370",4,18,3,16,11,51
"Solyc06g054380",85,61,62,55,141,104
"Solyc06g054390",41,60,74,69,45,122
"Solyc06g054400",605,305,537,406,567,603
"Solyc06g054410",68,145,159,173,107,273
"Solyc06g054420",363,831,482,1233,609,2242
"Solyc06g054430",20,61,38,118,52,201
"Solyc06g054440",190,406,242,728,258,961
"Solyc06g054450",55,151,88,193,81,362
"Solyc06g054460",5,2,5,1,4,6
"Solyc06g054470",22,13,14,19,13,61
"Solyc06g054480",24,17,26,17,19,59
"Solyc06g054490",196,529,355,677,406,1503
"Solyc06g054500",0,0,0,0,0,0
"Solyc06g054510",1561,1963,1500,2635,2622,4123
"Solyc06g054520",0,1,1,0,0,0
"Solyc06g054530",84,232,169,330,166,436
"Solyc06g054540",158,217,158,348,236,547
"Solyc06g054550",71,300,76,365,105,974
"Solyc06g054560",2841,2512,3451,3142,2861,3909
"Solyc06g054570",0,0,0,0,0,0
"Solyc06g054580",63,114,95,159,86,264
"Solyc06g054590",277,313,344,472,478,595
"Solyc06g054600",5,3,2,2,7,0
"Solyc06g054610",17,45,27,91,32,180
"Solyc06g054620",89,462,106,581,146,1154
"Solyc06g054630",1,0,0,0,0,0
"Solyc06g054640",15,109,7,43,23,344
"Solyc06g054650",420,557,523,854,575,1924
"Solyc06g054660",0,0,0,0,0,0
"Solyc06g054670",1,0,1,0,0,0
"Solyc06g054680",427,80,86,35,651,22
"Solyc06g054690",97,221,131,505,175,679
"Solyc06g059690",0,0,0,0,0,0
"Solyc06g059700",0,0,0,0,2,0
"Solyc06g059710",0,0,1,0,0,2
"Solyc06g059720",2,1,1,0,5,5
"Solyc06g059730",7,13,5,28,8,100
"Solyc06g059740",6,19,2,11,5,147
"Solyc06g059750",610,1331,753,2198,831,3715
"Solyc06g059760",530,1161,667,1924,712,3405
"Solyc06g059770",0,2,0,0,1,9
"Solyc06g059780",209,54,66,31,302,12
"Solyc06g059790",847,91,1683,39,2171,31
"Solyc06g059800",8,152,22,186,33,162
"Solyc06g059810",1,25,1,18,4,36
"Solyc06g059820",1,0,3,0,1,0
"Solyc06g059830",0,94,0,82,0,601
"Solyc06g059840",22,256,12,243,20,292
"Solyc06g059850",1,3,0,0,2,10
"Solyc06g059860",3,14,3,4,8,100
"Solyc06g059870",0,0,0,3,0,0
"Solyc06g059880",0,0,0,4,2,0
"Solyc06g059900",92,14,20,3,124,2
"Solyc06g059910",0,0,0,0,0,0
"Solyc06g059920",0,0,0,0,0,0
"Solyc06g059930",857,191,926,55,773,72
"Solyc06g059940",0,0,0,0,0,0
"Solyc06g059960",1881,2849,2603,3576,1849,4787
"Solyc06g059970",1,7,2,0,1,16
"Solyc06g059980",332,891,514,1008,503,1777
"Solyc06g059990",0,0,0,0,0,0
"Solyc06g060010",2,0,1,0,1,1
"Solyc06g060030",65,69,95,107,72,141
"Solyc06g060050",45,33,20,31,31,22
"Solyc06g060060",226,470,286,576,314,1474
"Solyc06g060070",1,10,1,9,4,2
"Solyc06g060080",836,1225,989,2069,1694,3840
"Solyc06g060090",194,387,208,575,292,1569
"Solyc06g060100",308,370,475,421,390,780
"Solyc06g060110",17,7,15,0,24,31
"Solyc06g060120",1296,1965,1502,2804,1634,4530
"Solyc06g060130",139,235,204,270,179,457
"Solyc06g060140",795,961,966,1414,972,1145
"Solyc06g060150",888,821,1102,937,1249,1654
"Solyc06g060160",255,552,434,757,298,1520
"Solyc06g060170",186,521,266,663,306,1183
"Solyc06g060180",237,49,245,18,215,16
"Solyc06g060190",0,7,2,0,1,12
"Solyc06g060200",0,0,0,0,0,0
"Solyc06g060210",5,1,10,0,0,3
"Solyc06g060220",0,1,0,0,0,0
"Solyc06g060230",101,382,252,579,140,1231
"Solyc06g060240",0,0,0,0,0,4
"Solyc06g060250",583,824,733,1038,929,1771
"Solyc06g060260",649,891,750,928,925,1885
"Solyc06g060270",210,237,157,312,238,378
"Solyc06g060280",4,1,0,0,3,1
"Solyc06g060290",6138,6954,8363,8011,8452,11197
"Solyc06g060300",8,27,28,61,12,73
"Solyc06g060310",12,42,15,53,24,88
"Solyc06g060320",5,9,12,1,4,23
"Solyc06g060330",0,0,0,0,2,0
"Solyc06g060340",1,0,2,0,3,2
"Solyc06g060350",587,1180,942,1390,788,2057
"Solyc06g060360",5,10,0,11,4,34
"Solyc06g060370",558,885,754,953,845,2136
"Solyc06g060380",1368,1505,1075,1405,1486,2915
"Solyc06g060390",163,327,250,441,260,721
"Solyc06g060400",3988,2655,5341,4602,5626,5308
"Solyc06g060410",8,15,14,14,6,48
"Solyc06g060420",727,1401,1192,1436,1265,3417
"Solyc06g060430",0,0,0,0,0,0
"Solyc06g060440",278,62,221,51,366,52
"Solyc06g060450",1287,420,1326,296,2278,872
"Solyc06g060460",140,214,80,219,240,399
"Solyc06g060470",0,0,0,0,0,1
"Solyc06g060480",0,1,0,2,0,0
"Solyc06g060490",464,741,888,1206,592,2312
"Solyc06g060500",1,0,3,0,1,0
"Solyc06g060510",2,0,2,0,4,0
"Solyc06g060520",46,30,38,25,40,12
"Solyc06g060530",0,0,0,0,0,0
"Solyc06g060540",48,31,11,20,45,78
"Solyc06g060550",130,210,99,258,182,475
"Solyc06g060560",0,1,0,0,0,0
"Solyc06g060570",0,1,2,0,1,0
"Solyc06g060580",0,0,0,0,2,0
"Solyc06g060590",0,0,0,0,0,0
"Solyc06g060600",46,24,75,12,100,68
"Solyc06g060610",154,241,169,320,258,471
"Solyc06g060620",9,8,22,7,13,14
"Solyc06g060630",0,0,1,0,0,0
"Solyc06g060640",0,0,0,0,0,0
"Solyc06g060650",0,0,0,0,0,0
"Solyc06g060660",0,0,0,0,0,0
"Solyc06g060670",129,444,175,695,213,1012
"Solyc06g060680",4,16,6,7,6,23
"Solyc06g060690",1,4,4,7,1,19
"Solyc06g060700",0,0,1,0,0,0
"Solyc06g060710",5,45,5,47,6,192
"Solyc06g060720",595,596,731,763,873,1117
"Solyc06g060730",202,301,260,380,161,481
"Solyc06g060740",111,259,238,223,223,737
"Solyc06g060750",90,123,93,149,154,166
"Solyc06g060760",2,291,52,648,51,167
"Solyc06g060770",25,61,31,71,47,115
"Solyc06g060780",225,299,210,330,341,464
"Solyc06g060790",185,327,386,567,287,936
"Solyc06g060800",44,105,67,194,93,422
"Solyc06g060810",176,502,159,506,233,1350
"Solyc06g060820",1,31,6,15,2,176
"Solyc06g060830",52,47,62,45,70,11
"Solyc06g060840",2,231,89,358,16,2807
"Solyc06g060850",1043,996,1336,1519,1493,2344
"Solyc06g060860",98,151,122,200,105,174
"Solyc06g060870",2,25,3,16,3,21
"Solyc06g060880",3,5,4,12,4,7
"Solyc06g060890",70,119,51,207,98,240
"Solyc06g060900",1,1,0,0,0,0
"Solyc06g060910",35,64,41,44,67,150
"Solyc06g060920",157,241,142,271,196,529
"Solyc06g060930",0,0,0,0,0,0
"Solyc06g060940",191,654,311,799,285,1691
"Solyc06g060950",1,0,1,0,4,4
"Solyc06g060960",381,352,319,439,380,583
"Solyc06g060970",0,0,0,0,0,0
"Solyc06g060980",57,52,12,16,106,0
"Solyc06g060990",188,183,175,207,236,470
"Solyc06g061000",447,1226,771,1973,822,4307
"Solyc06g061010",0,17,0,20,0,2
"Solyc06g061020",2,106,3,294,6,276
"Solyc06g061030",2,0,2,1,0,5
"Solyc06g061040",700,333,752,312,655,315
"Solyc06g061050",207,276,310,301,293,332
"Solyc06g061060",0,0,0,0,0,0
"Solyc06g061070",40,139,48,166,78,522
"Solyc06g061080",2,28,0,35,1,181
"Solyc06g061090",9,2,4,0,5,10
"Solyc06g061100",2,0,0,0,1,0
"Solyc06g061110",1,50,17,49,3,818
"Solyc06g061120",179,280,213,380,219,805
"Solyc06g061130",85,89,47,100,81,188
"Solyc06g061140",155,240,148,280,188,412
"Solyc06g061150",562,1076,768,1252,830,2367
"Solyc06g061160",2,1,1,2,3,0
"Solyc06g061170",83,77,163,94,121,262
"Solyc06g061180",5,2,4,0,4,0
"Solyc06g061190",52,60,70,77,62,172
"Solyc06g061200",0,0,0,0,2,1
"Solyc06g061210",3,4,3,3,26,162
"Solyc06g061220",0,0,0,0,0,0
"Solyc06g061230",0,0,0,0,0,6
"Solyc06g061240",8,80,24,147,26,376
"Solyc06g061250",0,0,0,0,1,0
"Solyc06g061260",2,0,0,0,0,0
"Solyc06g061270",2,0,0,0,1,0
"Solyc06g061280",0,56,1,12,8,467
"Solyc06g062280",236,484,211,460,358,1355
"Solyc06g062290",27,24,21,37,21,55
"Solyc06g062300",0,0,0,0,0,0
"Solyc06g062310",5,32,11,71,14,145
"Solyc06g062320",8,25,6,33,6,83
"Solyc06g062330",1,6,2,0,1,29
"Solyc06g062340",1,3,2,16,2,34
"Solyc06g062350",814,965,1136,1077,1005,1311
"Solyc06g062360",285,278,247,445,334,708
"Solyc06g062370",0,2,1,9,0,0
"Solyc06g062380",1,6,4,4,6,57
"Solyc06g062390",5,25,1,6,3,6
"Solyc06g062400",718,843,1014,1062,721,1254
"Solyc06g062410",0,0,0,0,0,0
"Solyc06g062420",0,11,0,5,0,279
"Solyc06g062430",44,16,65,10,100,286
"Solyc06g062440",18,45,19,31,19,45
"Solyc06g062450",1,1,0,0,0,2
"Solyc06g062460",10,187,2,159,3,95
"Solyc06g062470",2,0,0,0,0,0
"Solyc06g062480",2,15,2,54,3,51
"Solyc06g062490",214,35,131,22,237,45
"Solyc06g062500",1145,1146,1629,1760,1745,2522
"Solyc06g062510",624,1383,1421,3158,1047,4356
"Solyc06g062520",0,5,0,0,3,19
"Solyc06g062530",502,955,512,1283,624,1958
"Solyc06g062540",1,1,4,0,10,0
"Solyc06g062550",0,8,12,1,16,4
"Solyc06g062560",0,8,6,1,6,0
"Solyc06g062570",5,1,7,0,8,0
"Solyc06g062580",55,146,86,153,109,169
"Solyc06g062590",2544,2604,3093,2505,3085,6671
"Solyc06g062600",21,92,54,100,58,531
"Solyc06g062610",32,41,18,27,30,58
"Solyc06g062620",2,0,0,0,0,0
"Solyc06g062630",0,0,0,0,0,0
"Solyc06g062640",1,1,0,0,1,1
"Solyc06g062650",0,0,0,0,0,0
"Solyc06g062660",435,563,466,481,588,1041
"Solyc06g062670",4,4,9,0,10,0
"Solyc06g062680",42,34,29,73,45,21
"Solyc06g062690",145,26,152,51,167,36
"Solyc06g062700",72,84,77,156,85,212
"Solyc06g062710",0,0,0,0,0,0
"Solyc06g062720",0,0,0,0,0,0
"Solyc06g062730",6,3,0,4,6,1
"Solyc06g062740",6,1,4,0,21,3
"Solyc06g062750",68,49,144,38,154,106
"Solyc06g062760",570,696,894,682,920,1073
"Solyc06g062770",240,458,470,458,492,1148
"Solyc06g062780",904,2430,2046,3121,1852,6073
"Solyc06g062790",1238,1280,1104,1629,1368,2854
"Solyc06g062800",108,33,142,34,81,30
"Solyc06g062810",350,640,561,892,504,1298
"Solyc06g062820",36,18,76,5,40,5
"Solyc06g062830",10,24,11,35,21,22
"Solyc06g062840",567,641,691,779,625,929
"Solyc06g062850",1719,1023,1787,1235,2265,1614
"Solyc06g062860",871,1068,849,1525,992,2334
"Solyc06g062870",10,4,7,0,16,2
"Solyc06g062880",125,295,177,691,113,393
"Solyc06g062890",88,121,58,205,105,263
"Solyc06g062900",126,255,119,326,177,955
"Solyc06g062910",1,1,1,0,0,0
"Solyc06g062920",17,9,20,14,18,43
"Solyc06g062930",1,3,0,4,0,1
"Solyc06g062940",829,848,1044,1285,1254,2448
"Solyc06g062950",307,784,758,1387,610,2108
"Solyc06g062960",19,16,17,20,18,105
"Solyc06g062970",1,1,0,0,2,0
"Solyc06g062980",134,161,74,108,189,176
"Solyc06g062990",51,260,82,590,121,897
"Solyc06g063000",890,3223,1830,5535,1772,10240
"Solyc06g063010",1472,2386,2344,4159,1701,4789
"Solyc06g063020",261,266,362,465,319,397
"Solyc06g063030",169,366,254,459,255,1028
"Solyc06g063040",109,306,173,437,178,527
"Solyc06g063050",70,154,88,355,73,389
"Solyc06g063060",1,3,7,0,1,5
"Solyc06g063070",84,383,150,569,140,1336
"Solyc06g063080",689,83,882,12,941,32
"Solyc06g063090",373,509,460,746,504,1785
"Solyc06g063100",65,209,89,306,154,761
"Solyc06g063110",4,9,0,6,3,29
"Solyc06g063120",141,186,213,218,191,633
"Solyc06g063130",211,296,172,274,288,485
"Solyc06g063140",2103,3247,2879,3854,2892,5662
"Solyc06g063150",129,63,170,45,161,248
"Solyc06g063160",13,16,6,77,19,98
"Solyc06g063170",92,318,92,360,75,693
"Solyc06g063180",1,2,5,5,0,0
"Solyc06g063190",6,4,5,3,14,6
"Solyc06g063200",0,0,0,0,0,14
"Solyc06g063210",0,4,1,6,0,69
"Solyc06g063220",1026,1039,1151,1646,1865,2291
"Solyc06g063230",126,106,151,199,150,173
"Solyc06g063240",410,674,649,573,746,1522
"Solyc06g063250",508,1025,638,1244,766,2143
"Solyc06g063260",115,229,72,328,94,450
"Solyc06g063270",104,138,106,170,107,318
"Solyc06g063280",22,210,10,307,43,790
"Solyc06g063290",653,666,532,940,786,1344
"Solyc06g063300",37,137,72,226,81,521
"Solyc06g063310",1542,1378,2113,2419,2432,2981
"Solyc06g063320",285,868,562,2055,547,2643
"Solyc06g063330",27,39,33,81,23,44
"Solyc06g063340",372,382,447,432,379,505
"Solyc06g063350",7,14,11,11,12,11
"Solyc06g063360",150,125,93,161,185,205
"Solyc06g063370",22,25,39,73,31,18
"Solyc06g063380",7,1,3,4,9,0
"Solyc06g063390",165,49,145,108,383,108
"Solyc06g063400",276,113,210,86,499,90
"Solyc06g063410",231,331,105,331,278,824
"Solyc06g063420",865,1440,938,1375,1044,2676
"Solyc06g063430",0,0,1,0,1,0
"Solyc06g064430",6,53,9,57,10,183
"Solyc06g064440",81,238,148,328,165,698
"Solyc06g064450",175,295,138,261,259,977
"Solyc06g064460",2050,1493,3359,2213,2886,2589
"Solyc06g064470",6303,6134,11879,9949,8894,12190
"Solyc06g064480",4,5,0,2,7,25
"Solyc06g064490",98,199,118,236,130,390
"Solyc06g064500",18,5,10,3,20,7
"Solyc06g064510",47,20,45,6,68,12
"Solyc06g064520",82,2712,292,1631,1293,23589
"Solyc06g064530",7,1,1,4,0,8
"Solyc06g064540",0,0,0,0,1,0
"Solyc06g064550",177,383,274,453,300,688
"Solyc06g064560",30,76,21,93,32,192
"Solyc06g064570",68,278,95,253,139,617
"Solyc06g064580",1,0,0,0,0,0
"Solyc06g064590",0,1,0,0,0,0
"Solyc06g064600",49,58,52,63,60,95
"Solyc06g064610",2,7,0,2,0,21
"Solyc06g064620",6,3,10,0,9,5
"Solyc06g064630",5719,4644,9250,8250,8460,9431
"Solyc06g064640",125,412,143,633,238,706
"Solyc06g064650",2,81,49,98,4,843
"Solyc06g064660",140,71,160,72,129,66
"Solyc06g064670",0,0,0,0,0,0
"Solyc06g064680",4,5,2,11,3,4
"Solyc06g064690",0,0,0,0,0,0
"Solyc06g064700",0,0,0,0,4,0
"Solyc06g064710",0,0,0,0,0,0
"Solyc06g064720",5,12,3,16,3,34
"Solyc06g064730",2,0,0,0,0,0
"Solyc06g064740",24,57,25,99,21,198
"Solyc06g064750",4,3,4,9,15,23
"Solyc06g064760",0,1,0,0,4,0
"Solyc06g064770",0,0,0,0,0,0
"Solyc06g064780",0,0,0,0,0,0
"Solyc06g064790",0,1,0,0,0,0
"Solyc06g064800",4,3,0,0,0,0
"Solyc06g064810",258,428,201,382,431,761
"Solyc06g064820",1,49,0,0,0,25
"Solyc06g064830",1672,1881,1981,2301,2098,3059
"Solyc06g064840",1023,4917,2547,4945,2822,13719
"Solyc06g064850",176,28,145,14,157,9
"Solyc06g064860",0,1,0,0,0,0
"Solyc06g064870",224,758,227,994,309,2022
"Solyc06g064880",22,12,15,31,23,53
"Solyc06g064890",383,517,394,834,528,1576
"Solyc06g064900",4,1,0,0,0,4
"Solyc06g064910",367,386,382,599,472,849
"Solyc06g064920",2,22,0,20,7,35
"Solyc06g064930",0,17,1,11,0,16
"Solyc06g064940",526,288,845,148,497,170
"Solyc06g064960",4,1,1,0,5,0
"Solyc06g064970",0,0,0,0,3,1
"Solyc06g064980",1,0,0,0,0,0
"Solyc06g064990",9,0,5,0,4,0
"Solyc06g065000",10,4,6,0,14,4
"Solyc06g065010",21,22,18,24,29,40
"Solyc06g065020",226,612,270,734,290,2254
"Solyc06g065030",185,229,198,265,265,598
"Solyc06g065040",138,224,140,405,160,522
"Solyc06g065050",0,81,44,32,5,367
"Solyc06g065060",606,64,911,2,658,29
"Solyc06g065070",2376,157,1841,7,3036,96
"Solyc06g065080",3,0,1,0,4,0
"Solyc06g065090",1,0,2,0,2,0
"Solyc06g065100",196,728,379,648,412,3868
"Solyc06g065110",0,0,0,0,0,0
"Solyc06g065120",11,2,8,0,19,0
"Solyc06g065130",0,1,0,0,1,0
"Solyc06g065140",36,117,52,196,32,392
"Solyc06g065150",36,62,30,137,49,249
"Solyc06g065160",0,0,0,0,0,0
"Solyc06g065170",728,1432,922,1913,843,3224
"Solyc06g065180",1708,1793,1940,2310,2665,3789
"Solyc06g065190",9,17,25,14,23,9
"Solyc06g065200",53,133,39,143,71,249
"Solyc06g065210",180,640,359,950,299,1508
"Solyc06g065220",0,0,0,0,0,0
"Solyc06g065230",208,404,211,302,321,816
"Solyc06g065240",83,354,154,381,154,938
"Solyc06g065250",258,377,277,469,251,596
"Solyc06g065260",11,21,16,37,9,32
"Solyc06g065270",177,265,197,353,269,631
"Solyc06g065280",0,0,0,0,0,0
"Solyc06g065290",152,105,110,140,186,279
"Solyc06g065300",13,11,34,47,13,30
"Solyc06g065310",99,174,115,172,130,426
"Solyc06g065320",210,475,342,588,321,948
"Solyc06g065330",146,371,198,494,187,825
"Solyc06g065340",0,0,0,0,0,0
"Solyc06g065350",616,598,714,832,689,1146
"Solyc06g065360",358,434,351,509,326,859
"Solyc06g065370",1057,1398,1130,1069,2041,5435
"Solyc06g065380",19,28,16,31,18,140
"Solyc06g065390",128,177,94,141,197,290
"Solyc06g065400",243,249,234,336,322,724
"Solyc06g065410",0,0,0,0,0,0
"Solyc06g065420",1,1,3,0,0,0
"Solyc06g065430",1,0,1,0,0,0
"Solyc06g065440",2,3,2,13,4,7
"Solyc06g065450",289,413,417,524,303,257
"Solyc06g065460",138,487,242,680,245,1866
"Solyc06g065470",1616,895,1115,1098,1785,1391
"Solyc06g065480",367,855,461,949,507,2099
"Solyc06g065490",15,8,17,23,20,32
"Solyc06g065500",204,321,195,339,260,773
"Solyc06g065510",72,130,129,169,92,223
"Solyc06g065520",3192,2489,3096,3393,3745,3934
"Solyc06g065530",10,2594,11,1456,19,7597
"Solyc06g065540",371,1212,511,1523,521,2897
"Solyc06g065550",20,9,31,10,34,5
"Solyc06g065560",349,388,548,805,334,727
"Solyc06g065570",422,556,521,693,602,1120
"Solyc06g065580",1104,1163,1416,1138,1340,2295
"Solyc06g065590",3861,3541,5011,5861,5525,6739
"Solyc06g065600",0,0,0,0,1,0
"Solyc06g065610",854,802,1271,1191,1086,1338
"Solyc06g065620",84,93,82,140,117,178
"Solyc06g065630",3,22,5,9,2,11
"Solyc06g065640",956,2518,1637,3825,1301,6385
"Solyc06g065650",21,40,27,78,30,74
"Solyc06g065660",4,2,0,4,2,4
"Solyc06g065670",529,1737,530,1714,830,9158
"Solyc06g065680",602,1635,842,2058,723,919
"Solyc06g065690",81,537,145,699,161,1084
"Solyc06g065700",1647,1419,1830,1618,2041,2375
"Solyc06g065710",3391,2866,3538,4533,3963,6533
"Solyc06g065720",179,260,172,507,214,856
"Solyc06g065730",751,2193,1161,2788,1000,5187
"Solyc06g065740",435,602,332,533,609,1109
"Solyc06g065750",0,1,0,0,0,0
"Solyc06g065760",9,5,1,0,12,0
"Solyc06g065770",0,0,0,1,0,0
"Solyc06g065790",5,4,13,4,8,5
"Solyc06g065800",86,67,118,83,174,108
"Solyc06g065810",0,0,0,2,0,2
"Solyc06g065820",3,0,1,0,4,0
"Solyc06g065830",16,37,14,33,30,123
"Solyc06g065840",1062,1855,1354,2646,1257,4069
"Solyc06g065850",0,1,1,3,0,0
